Es,Sx,Sxx,Sy,Syy,PQ-20,PQ-19,PQ-18,PQ-17,PQ-16,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.37742276958755683+0j),[-0.06265525],[1.],[0.57386273],[1.],"(array([0.20398673]), array([0.09154051]))","(array([0.12708614]), array([-0.01323147]))","(array([0.12705958]), array([-0.01323591]))","(array([0.12715971]), array([-0.01322544]))","(array([0.12735053]), array([-0.01320554]))","(array([0.12778056]), array([-0.01318814]))","(array([0.1283116]), array([-0.01318664]))","(array([0.12872166]), array([-0.01320252]))","(array([0.12906204]), array([-0.01323062]))","(array([0.12931174]), array([-0.01327207]))","(array([0.12938102]), array([-0.01332272]))","(array([0.12946257]), array([-0.01337927]))","(array([0.12952441]), array([-0.01344673]))","(array([0.12941186]), array([-0.01352058]))","(array([0.12916363]), array([-0.0135932]))","(array([0.12899131]), array([-0.01365932]))","(array([0.12899374]), array([-0.01372597]))","(array([0.12904704]), array([-0.01380002]))","(array([0.12914136]), array([-0.01388417]))","(array([0.12919497]), array([-0.01398058]))","(array([0.1291288]), array([-0.01408563]))"
(0.37874372114368493+0j),[-0.06309053],[1.],[0.57283995],[1.],"(array([0.20382733]), array([0.09134186]))","(array([0.12707092]), array([-0.01321036]))","(array([0.12717375]), array([-0.01320533]))","(array([0.12736635]), array([-0.01318869]))","(array([0.12779711]), array([-0.01317305]))","(array([0.12832827]), array([-0.01317303]))","(array([0.12873867]), array([-0.01319104]))","(array([0.12908031]), array([-0.01322197]))","(array([0.1293324]), array([-0.01326644]))","(array([0.12940483]), array([-0.01331973]))","(array([0.12948956]), array([-0.01337815]))","(array([0.12955387]), array([-0.0134465]))","(array([0.12944245]), array([-0.01352034]))","(array([0.12919373]), array([-0.01359224]))","(array([0.12901922]), array([-0.01365717]))","(array([0.12901795]), array([-0.01372238]))","(array([0.12906652]), array([-0.01379497]))","(array([0.12915565]), array([-0.01387781]))","(array([0.12920437]), array([-0.01397315]))","(array([0.12913455]), array([-0.01407781]))","(array([0.12895495]), array([-0.01418503]))"
(0.3796379667853674+0j),[-0.06349355],[1.],[0.5714378],[1.],"(array([0.20375393]), array([0.09107341]))","(array([0.12718533]), array([-0.01317951]))","(array([0.12738055]), array([-0.01316832]))","(array([0.12781311]), array([-0.01315599]))","(array([0.12834507]), array([-0.01315779]))","(array([0.12875562]), array([-0.01317735]))","(array([0.1290976]), array([-0.01321048]))","(array([0.12935095]), array([-0.01325784]))","(array([0.12942573]), array([-0.01331419]))","(array([0.12951354]), array([-0.01337529]))","(array([0.12958099]), array([-0.01344555]))","(array([0.12947202]), array([-0.01352035]))","(array([0.12922448]), array([-0.01359232]))","(array([0.12904952]), array([-0.01365656]))","(array([0.1290461]), array([-0.01372053]))","(array([0.129091]), array([-0.01379164]))","(array([0.12917539]), array([-0.01387294]))","(array([0.12921892]), array([-0.01396687]))","(array([0.12914424]), array([-0.01407042]))","(array([0.12896098]), array([-0.01417719]))","(array([0.12867584]), array([-0.01427942]))"
(0.3807122952391103+0j),[-0.06386274],[1.],[0.57021307],[1.],"(array([0.20379344]), array([0.09080121]))","(array([0.1273922]), array([-0.01314224]))","(array([0.12782738]), array([-0.01313541]))","(array([0.12836118]), array([-0.01314056]))","(array([0.12877256]), array([-0.01316198]))","(array([0.12911471]), array([-0.01319673]))","(array([0.12936843]), array([-0.01324636]))","(array([0.12944448]), array([-0.01330564]))","(array([0.12953463]), array([-0.01336985]))","(array([0.12960517]), array([-0.01344283]))","(array([0.12949934]), array([-0.0135196]))","(array([0.12925427]), array([-0.01359261]))","(array([0.12908052]), array([-0.01365696]))","(array([0.12907667]), array([-0.01372023]))","(array([0.12911941]), array([-0.01379007]))","(array([0.12920009]), array([-0.01386982]))","(array([0.12923883]), array([-0.01396216]))","(array([0.12915894]), array([-0.01406428]))","(array([0.12897082]), array([-0.01416989]))","(array([0.12868203]), array([-0.01427165]))","(array([0.12837639]), array([-0.01436591]))"
(0.3814941479714242+0j),[-0.06419707],[1.],[0.56879077],[1.],"(array([0.2039173]), array([0.09053634]))","(array([0.12783901]), array([-0.01310899]))","(array([0.12837547]), array([-0.0131197]))","(array([0.12878872]), array([-0.01314452]))","(array([0.12913173]), array([-0.0131812]))","(array([0.12938568]), array([-0.01323254]))","(array([0.12946215]), array([-0.01329415]))","(array([0.12955361]), array([-0.01336135]))","(array([0.12962658]), array([-0.01343749]))","(array([0.1295239]), array([-0.01351704]))","(array([0.12928203]), array([-0.01359208]))","(array([0.12911079]), array([-0.01365752]))","(array([0.12910817]), array([-0.01372091]))","(array([0.12915047]), array([-0.01379004]))","(array([0.12922891]), array([-0.01386847]))","(array([0.12926384]), array([-0.01395922]))","(array([0.12917907]), array([-0.01405971]))","(array([0.12898566]), array([-0.01416387]))","(array([0.12869194]), array([-0.01426445]))","(array([0.12838261]), array([-0.01435821]))","(array([0.12807335]), array([-0.01444511]))"
(0.38078098387191156+0j),[-0.0644841],[1.],[0.56640606],[1.],"(array([0.2042077]), array([0.09015696]))","(array([0.12838702]), array([-0.01309298]))","(array([0.12880298]), array([-0.01312346]))","(array([0.12914792]), array([-0.01316362]))","(array([0.12940279]), array([-0.01321695]))","(array([0.12947952]), array([-0.0132803]))","(array([0.12957147]), array([-0.01334988]))","(array([0.12964589]), array([-0.01342904]))","(array([0.12954575]), array([-0.01351176]))","(array([0.12930712]), array([-0.01358963]))","(array([0.12913914]), array([-0.01365717]))","(array([0.12913908]), array([-0.01372168]))","(array([0.12918262]), array([-0.01379094]))","(array([0.12926054]), array([-0.01386863]))","(array([0.12929311]), array([-0.01395803]))","(array([0.12920439]), array([-0.01405691]))","(array([0.12900597]), array([-0.01415942]))","(array([0.12870686]), array([-0.01425853]))","(array([0.12839251]), array([-0.01435108]))","(array([0.1280795]), array([-0.01443745]))","(array([0.12763739]), array([-0.01451612]))"
(0.3798979227954216+0j),[-0.06471163],[1.],[0.56433952],[1.],"(array([0.20455357]), array([0.08970738]))","(array([0.12881433]), array([-0.01309679]))","(array([0.12916208]), array([-0.01314268]))","(array([0.12941895]), array([-0.01319951]))","(array([0.12949659]), array([-0.01326486]))","(array([0.12958884]), array([-0.01333618]))","(array([0.12966384]), array([-0.01341769]))","(array([0.12956523]), array([-0.01350337]))","(array([0.12932921]), array([-0.01358439]))","(array([0.12916449]), array([-0.01365477]))","(array([0.12916772]), array([-0.0137214]))","(array([0.12921381]), array([-0.0137918]))","(array([0.1292929]), array([-0.01386963]))","(array([0.12932486]), array([-0.0139583]))","(array([0.12923367]), array([-0.01405586]))","(array([0.12903121]), array([-0.01415678]))","(array([0.12872704]), array([-0.01425428]))","(array([0.12840725]), array([-0.01434536]))","(array([0.12808922]), array([-0.01443051]))","(array([0.12764342]), array([-0.01450869]))","(array([0.12713271]), array([-0.0145739]))"
(0.3786950703708077+0j),[-0.06486899],[1.],[0.5624624],[1.],"(array([0.20479493]), array([0.08929453]))","(array([0.12917322]), array([-0.01311624]))","(array([0.12943297]), array([-0.0131788]))","(array([0.12951261]), array([-0.01324763]))","(array([0.12960579]), array([-0.01332094]))","(array([0.12968115]), array([-0.01340416]))","(array([0.12958317]), array([-0.01349211]))","(array([0.12934872]), array([-0.01357601]))","(array([0.1291866]), array([-0.01364952]))","(array([0.1291931]), array([-0.013719]))","(array([0.12924246]), array([-0.01379154]))","(array([0.12932405]), array([-0.01387053]))","(array([0.12935709]), array([-0.01395935]))","(array([0.12926519]), array([-0.01405622]))","(array([0.12906019]), array([-0.01415587]))","(array([0.12875196]), array([-0.01425182]))","(array([0.1284271]), array([-0.0143413]))","(array([0.12810365]), array([-0.01442498]))","(array([0.12765293]), array([-0.01450201]))","(array([0.12713863]), array([-0.01456679]))","(array([0.12668486]), array([-0.0146172]))"
(0.37739389483617214+0j),[-0.06495341],[1.],[0.56095158],[1.],"(array([0.2049855]), array([0.08892931]))","(array([0.12944391]), array([-0.01315257]))","(array([0.12952649]), array([-0.01322712]))","(array([0.12962172]), array([-0.0133039]))","(array([0.12969805]), array([-0.01338909]))","(array([0.12960043]), array([-0.01347868]))","(array([0.12936661]), array([-0.01356477]))","(array([0.12920605]), array([-0.01364113]))","(array([0.12921517]), array([-0.01371376]))","(array([0.12926781]), array([-0.01378917]))","(array([0.12935264]), array([-0.01387031]))","(array([0.12938814]), array([-0.01396031]))","(array([0.12929726]), array([-0.01405734]))","(array([0.12909149]), array([-0.0141563]))","(array([0.12878069]), array([-0.01425099]))","(array([0.12845173]), array([-0.0143389]))","(array([0.12812317]), array([-0.01442097]))","(array([0.12766709]), array([-0.01449659]))","(array([0.12714794]), array([-0.0145603]))","(array([0.12669063]), array([-0.01461032]))","(array([0.12630068]), array([-0.01464419]))"
(0.3767001547608442+0j),[-0.06498267],[1.],[0.56029341],[1.],"(array([0.20514445]), array([0.08867494]))","(array([0.12953725]), array([-0.01320113]))","(array([0.12963551]), array([-0.01328362]))","(array([0.12971394]), array([-0.01337223]))","(array([0.12961725]), array([-0.01346371]))","(array([0.12938374]), array([-0.01355137]))","(array([0.12922379]), array([-0.01362989]))","(array([0.12923448]), array([-0.01370538]))","(array([0.12928975]), array([-0.01378395]))","(array([0.12937786]), array([-0.01386797]))","(array([0.12941659]), array([-0.01396012]))","(array([0.12932814]), array([-0.01405831]))","(array([0.12912335]), array([-0.01415742]))","(array([0.12881175]), array([-0.0142514]))","(array([0.12848017]), array([-0.01433801]))","(array([0.12814745]), array([-0.01441849]))","(array([0.12768631]), array([-0.01449258]))","(array([0.12716186]), array([-0.01455497]))","(array([0.12669973]), array([-0.01460396]))","(array([0.1263063]), array([-0.01463746]))","(array([0.12605563]), array([-0.01465614]))"
(0.37620116559425576+0j),[-0.06496527],[1.],[0.55998363],[1.],"(array([0.20518309]), array([0.08852951]))","(array([0.12964619]), array([-0.01325776]))","(array([0.12972775]), array([-0.01335204]))","(array([0.12963315]), array([-0.01344687]))","(array([0.1294005]), array([-0.01353635]))","(array([0.1292408]), array([-0.01361643]))","(array([0.12925209]), array([-0.01369411]))","(array([0.12930896]), array([-0.01377557]))","(array([0.12939973]), array([-0.01386279]))","(array([0.12944179]), array([-0.01395783]))","(array([0.12935659]), array([-0.01405816]))","(array([0.12915423]), array([-0.0141584]))","(array([0.1288436]), array([-0.01425248]))","(array([0.12851117]), array([-0.01433832]))","(array([0.12817576]), array([-0.01441745]))","(array([0.12771045]), array([-0.01448999]))","(array([0.12718095]), array([-0.01455091]))","(array([0.12671351]), array([-0.01459861]))","(array([0.12631528]), array([-0.01463112]))","(array([0.12606113]), array([-0.01464943]))","(array([0.12594425]), array([-0.01465693]))"
(0.37481503937516114+0j),[-0.06489755],[1.],[0.55913494],[1.],"(array([0.20521583]), array([0.08835954]))","(array([0.12973848]), array([-0.01332621]))","(array([0.12964704]), array([-0.01342665]))","(array([0.12941642]), array([-0.01351943]))","(array([0.12925752]), array([-0.01360132]))","(array([0.12926904]), array([-0.01368058]))","(array([0.12932653]), array([-0.01376426]))","(array([0.12941892]), array([-0.01385442]))","(array([0.1294637]), array([-0.01395267]))","(array([0.12938187]), array([-0.0140559]))","(array([0.1291828]), array([-0.01415825]))","(array([0.12887461]), array([-0.01425342]))","(array([0.12854312]), array([-0.01433929]))","(array([0.12820679]), array([-0.01441758]))","(array([0.12773877]), array([-0.01448878]))","(array([0.12720511]), array([-0.01454819]))","(array([0.12673261]), array([-0.01459443]))","(array([0.12632906]), array([-0.01462568]))","(array([0.12607009]), array([-0.014643]))","(array([0.12594971]), array([-0.01465012]))","(array([0.12580797]), array([-0.01464761]))"
(0.37356992507379466+0j),[-0.0647758],[1.],[0.55871926],[1.],"(array([0.20521614]), array([0.08817558]))","(array([0.12965786]), array([-0.01340098]))","(array([0.12943035]), array([-0.01349928]))","(array([0.12927342]), array([-0.01358445]))","(array([0.12928571]), array([-0.01366552]))","(array([0.12934338]), array([-0.01375076]))","(array([0.12943634]), array([-0.01384313]))","(array([0.12948275]), array([-0.01394433]))","(array([0.12940365]), array([-0.01405075]))","(array([0.12920796]), array([-0.01415595]))","(array([0.12890305]), array([-0.01425317]))","(array([0.12857395]), array([-0.01434006]))","(array([0.12823851]), array([-0.01441834]))","(array([0.12776957]), array([-0.01448872]))","(array([0.12723322]), array([-0.01454684]))","(array([0.1267566]), array([-0.0145916]))","(array([0.12634806]), array([-0.01462143]))","(array([0.12608382]), array([-0.01463749]))","(array([0.12595865]), array([-0.01464361]))","(array([0.12581349]), array([-0.01464075]))","(array([0.12566232]), array([-0.01462556]))"
(0.37127828327354223+0j),[-0.06456754],[1.],[0.55773896],[1.],"(array([0.20502168]), array([0.0879771]))","(array([0.12944127]), array([-0.01347377]))","(array([0.12928735]), array([-0.01356435]))","(array([0.12930155]), array([-0.01364867]))","(array([0.12935993]), array([-0.0137357]))","(array([0.12945304]), array([-0.01382964]))","(array([0.1295]), array([-0.01393306]))","(array([0.12942251]), array([-0.01404241]))","(array([0.12922953]), array([-0.01415078]))","(array([0.12892797]), array([-0.0142508]))","(array([0.1286021]), array([-0.01433969]))","(array([0.12826899]), array([-0.01441894]))","(array([0.12780091]), array([-0.01448931]))","(array([0.12726366]), array([-0.01454665]))","(array([0.12678441]), array([-0.01459015]))","(array([0.12637185]), array([-0.01461854]))","(array([0.12610269]), array([-0.01463317]))","(array([0.12597232]), array([-0.014638]))","(array([0.12582248]), array([-0.01463417]))","(array([0.12566797]), array([-0.01461867]))","(array([0.1254984]), array([-0.0145886]))"
(0.3685856292155608+0j),[-0.06422789],[1.],[0.55689819],[1.],"(array([0.20464636]), array([0.08775316]))","(array([0.12929836]), array([-0.01353891]))","(array([0.12931544]), array([-0.01362855]))","(array([0.12937563]), array([-0.01371878]))","(array([0.12946938]), array([-0.01381451]))","(array([0.12951646]), array([-0.01391953]))","(array([0.1294395]), array([-0.01403113]))","(array([0.12924811]), array([-0.01414245]))","(array([0.12894924]), array([-0.01424563]))","(array([0.12862666]), array([-0.01433731]))","(array([0.12829672]), array([-0.01441852]))","(array([0.12783094]), array([-0.01448986]))","(array([0.12729453]), array([-0.01454721]))","(array([0.12681442]), array([-0.01458995]))","(array([0.12639931]), array([-0.01461708]))","(array([0.1261262]), array([-0.01463023]))","(array([0.12599097]), array([-0.01463358]))","(array([0.12583605]), array([-0.01462849]))","(array([0.12567696]), array([-0.01461205]))","(array([0.12550411]), array([-0.01458167]))","(array([0.12528814]), array([-0.01452635]))"
(0.3654783849948472+0j),[-0.06375154],[1.],[0.55620755],[1.],"(array([0.20433501]), array([0.08758083]))","(array([0.12932648]), array([-0.0136032]))","(array([0.12938939]), array([-0.01369866]))","(array([0.12948484]), array([-0.01379754]))","(array([0.12953248]), array([-0.01390434]))","(array([0.12945558]), array([-0.01401756]))","(array([0.12926471]), array([-0.01413117]))","(array([0.12896741]), array([-0.01423733]))","(array([0.12864748]), array([-0.01433218]))","(array([0.12832078]), array([-0.01441618]))","(array([0.12785814]), array([-0.01448947]))","(array([0.12732399]), array([-0.01454779]))","(array([0.12684472]), array([-0.01459054]))","(array([0.12642878]), array([-0.01461689]))","(array([0.12615317]), array([-0.01462875]))","(array([0.12601404]), array([-0.01463057]))","(array([0.12585437]), array([-0.01462401]))","(array([0.12569032]), array([-0.01460632]))","(array([0.12551298]), array([-0.01457501]))","(array([0.12529382]), array([-0.01451943]))","(array([0.12511083]), array([-0.01443393]))"
(0.36156173486600246+0j),[-0.06314122],[1.],[0.55533255],[1.],"(array([0.20416703]), array([0.08742174]))","(array([0.12940032]), array([-0.01367342]))","(array([0.12949838]), array([-0.01377748]))","(array([0.12954761]), array([-0.0138874]))","(array([0.12947118]), array([-0.0140024]))","(array([0.12928033]), array([-0.01411766]))","(array([0.12898353]), array([-0.01422613]))","(array([0.12866518]), array([-0.01432397]))","(array([0.12834115]), array([-0.01441113]))","(array([0.12788177]), array([-0.01448716]))","(array([0.12735074]), array([-0.01454742]))","(array([0.12687372]), array([-0.01459112]))","(array([0.12645864]), array([-0.01461745]))","(array([0.12618219]), array([-0.01462848]))","(array([0.12604054]), array([-0.01462894]))","(array([0.12587701]), array([-0.01462085]))","(array([0.12570826]), array([-0.0146017]))","(array([0.12552603]), array([-0.01456917]))","(array([0.12530248]), array([-0.01451272]))","(array([0.12511633]), array([-0.01442699]))","(array([0.12492989]), array([-0.01431142]))"
(0.35822739591489144+0j),[-0.06241515],[1.],[0.55556257],[1.],"(array([0.2040728]), array([0.08736405]))","(array([0.12950906]), array([-0.01375251]))","(array([0.12956082]), array([-0.01386756]))","(array([0.12948588]), array([-0.01398563]))","(array([0.1292954]), array([-0.01410266]))","(array([0.12899857]), array([-0.01421278]))","(array([0.12868072]), array([-0.01431294]))","(array([0.12835832]), array([-0.01440306]))","(array([0.12790167]), array([-0.01448219]))","(array([0.12737392]), array([-0.01454513]))","(array([0.12690001]), array([-0.01459071]))","(array([0.12648717]), array([-0.01461795]))","(array([0.12621154]), array([-0.01462889]))","(array([0.12606901]), array([-0.01462847]))","(array([0.12590294]), array([-0.01461901]))","(array([0.12573033]), array([-0.01459834]))","(array([0.12554346]), array([-0.0145644]))","(array([0.1253151]), array([-0.01450679]))","(array([0.12512463]), array([-0.01442025]))","(array([0.12493511]), array([-0.01430452]))","(array([0.12485595]), array([-0.01415963]))"
(0.3546095812226361+0j),[-0.06160502],[1.],[0.55590469],[1.],"(array([0.20406279]), array([0.08742642]))","(array([0.12957121]), array([-0.01384288]))","(array([0.12949872]), array([-0.01396606]))","(array([0.12930964]), array([-0.01408612]))","(array([0.12901312]), array([-0.014198]))","(array([0.12869521]), array([-0.01429981]))","(array([0.12837336]), array([-0.01439222]))","(array([0.12791843]), array([-0.01447425]))","(array([0.12739345]), array([-0.01454022]))","(array([0.12692285]), array([-0.01458842]))","(array([0.12651311]), array([-0.01461747]))","(array([0.12623969]), array([-0.01462923]))","(array([0.12609791]), array([-0.01462863]))","(array([0.1259309]), array([-0.01461825]))","(array([0.12575571]), array([-0.0145962]))","(array([0.12556499]), array([-0.01456077]))","(array([0.12533205]), array([-0.0145018]))","(array([0.12513683]), array([-0.01441416]))","(array([0.12494306]), array([-0.01429769]))","(array([0.12486085]), array([-0.0141527]))","(array([0.1249179]), array([-0.0139862]))"
(0.3513939836982394+0j),[-0.06073361],[1.],[0.55696777],[1.],"(array([0.20403929]), array([0.08756873]))","(array([0.12950877]), array([-0.01394171]))","(array([0.12932211]), array([-0.01406688]))","(array([0.12902692]), array([-0.01418177]))","(array([0.12870928]), array([-0.0142853]))","(array([0.12838738]), array([-0.01437934]))","(array([0.12793307]), array([-0.0144636]))","(array([0.12740987]), array([-0.0145324]))","(array([0.12694208]), array([-0.01458355]))","(array([0.12653566]), array([-0.01461514]))","(array([0.12626533]), array([-0.01462862]))","(array([0.12612569]), array([-0.01462873]))","(array([0.12595938]), array([-0.01461809]))","(array([0.12578319]), array([-0.01459507]))","(array([0.12558986]), array([-0.01455825]))","(array([0.12535308]), array([-0.01449782]))","(array([0.12515332]), array([-0.01440885]))","(array([0.12495487]), array([-0.01429137]))","(array([0.12486846]), array([-0.01414571]))","(array([0.12492246]), array([-0.01397916]))","(array([0.12507541]), array([-0.0137958]))"
(0.3483652509158795+0j),[-0.05982477],[1.],[0.5583929],[1.],"(array([0.20394201]), array([0.08781251]))","(array([0.12933185]), array([-0.01404299]))","(array([0.12903904]), array([-0.01416295]))","(array([0.12872268]), array([-0.01426945]))","(array([0.12840103]), array([-0.01436516]))","(array([0.12794668]), array([-0.01445096]))","(array([0.12742411]), array([-0.0145219]))","(array([0.12695811]), array([-0.01457582]))","(array([0.12655451]), array([-0.01461029]))","(array([0.12628747]), array([-0.01462621]))","(array([0.12615087]), array([-0.01462792]))","(array([0.12598665]), array([-0.01461788]))","(array([0.12581107]), array([-0.01459453]))","(array([0.1256167]), array([-0.0145567]))","(array([0.12537734]), array([-0.01449489]))","(array([0.12517379]), array([-0.0144045]))","(array([0.12497091]), array([-0.01428578]))","(array([0.12487991]), array([-0.01413916]))","(array([0.12492977]), array([-0.013972]))","(array([0.12507973]), array([-0.01378864]))","(array([0.12535361]), array([-0.01359443]))"
(0.34727006431081253+0j),[-0.05893842],[1.],[0.56177833],[1.],"(array([0.20385888]), array([0.08828336]))","(array([0.12904852]), array([-0.01413956]))","(array([0.12873452]), array([-0.01425108]))","(array([0.12841412]), array([-0.01434969]))","(array([0.12795998]), array([-0.01443706]))","(array([0.12743734]), array([-0.01450944]))","(array([0.12697194]), array([-0.01456545]))","(array([0.12657011]), array([-0.01460262]))","(array([0.12630583]), array([-0.01462136]))","(array([0.12617247]), array([-0.01462541]))","(array([0.12601124]), array([-0.01461685]))","(array([0.12583768]), array([-0.014594]))","(array([0.12564389]), array([-0.01455577]))","(array([0.12540349]), array([-0.01449293]))","(array([0.12519742]), array([-0.01440117]))","(array([0.12499088]), array([-0.01428107]))","(array([0.12489555]), array([-0.01413326]))","(array([0.12494092]), array([-0.01396518]))","(array([0.12508682]), array([-0.01378127]))","(array([0.12535776]), array([-0.0135871]))","(array([0.1258955]), array([-0.01338966]))"
(0.3477318937728916+0j),[-0.05816096],[1.],[0.56629134],[1.],"(array([0.20385551]), array([0.089051]))","(array([0.12874381]), array([-0.01422805]))","(array([0.12842576]), array([-0.01433164]))","(array([0.12797285]), array([-0.01442183]))","(array([0.12745035]), array([-0.0144957]))","(array([0.12698486]), array([-0.01455311]))","(array([0.12658359]), array([-0.01459234]))","(array([0.12632104]), array([-0.01461374]))","(array([0.12619043]), array([-0.01462054]))","(array([0.12603242]), array([-0.01461422]))","(array([0.12586181]), array([-0.01459273]))","(array([0.12567002]), array([-0.01455489]))","(array([0.12543021]), array([-0.0144916]))","(array([0.12522315]), array([-0.01439876]))","(array([0.12501418]), array([-0.01427731]))","(array([0.12491529]), array([-0.01412813]))","(array([0.12495642]), array([-0.01395887]))","(array([0.12509791]), array([-0.01377408]))","(array([0.12536482]), array([-0.0135794]))","(array([0.1258996]), array([-0.01338201]))","(array([0.12678373]), array([-0.01320013]))"
(0.34893715466294184+0j),[-0.05755216],[1.],[0.57080423],[1.],"(array([0.20392043]), array([0.08991832]))","(array([0.12843496]), array([-0.01430876]))","(array([0.12798439]), array([-0.01440392]))","(array([0.12746309]), array([-0.01448059]))","(array([0.12699773]), array([-0.01453945]))","(array([0.12659633]), array([-0.01458004]))","(array([0.1263343]), array([-0.01460349]))","(array([0.1262054]), array([-0.01461294]))","(array([0.12605016]), array([-0.0146093]))","(array([0.12588278]), array([-0.01458994]))","(array([0.12569396]), array([-0.01455336]))","(array([0.12545619]), array([-0.01449036]))","(array([0.12524978]), array([-0.01439698]))","(array([0.12503993]), array([-0.01427441]))","(array([0.12493871]), array([-0.01412384]))","(array([0.12497635]), array([-0.0139532]))","(array([0.12511365]), array([-0.01376725]))","(array([0.12537616]), array([-0.01357173]))","(array([0.12590683]), array([-0.01337381]))","(array([0.12678787]), array([-0.01319195]))","(array([0.12779649]), array([-0.0130427]))"
(0.35097079802673664+0j),[-0.05715293],[1.],[0.5752769],[1.],"(array([0.20401583]), array([0.09076828]))","(array([0.12799361]), array([-0.01438123]))","(array([0.12747461]), array([-0.01446286]))","(array([0.12701042]), array([-0.01452453]))","(array([0.12660913]), array([-0.01456655]))","(array([0.12634692]), array([-0.01459132]))","(array([0.12621849]), array([-0.01460277]))","(array([0.12606493]), array([-0.0146017]))","(array([0.12590026]), array([-0.01458492]))","(array([0.12571467]), array([-0.01455036]))","(array([0.12547987]), array([-0.01448851]))","(array([0.12527554]), array([-0.01439534]))","(array([0.12506645]), array([-0.01427219]))","(array([0.12496446]), array([-0.01412049]))","(array([0.1249999]), array([-0.01394847]))","(array([0.12513385]), array([-0.01376118]))","(array([0.12539227]), array([-0.01356453]))","(array([0.12591854]), array([-0.01336575]))","(array([0.12679538]), array([-0.01318329]))","(array([0.12780084]), array([-0.01303404]))","(array([0.1288054]), array([-0.01292794]))"
(0.35158808189085133+0j),[-0.05692236],[1.],[0.57756175],[1.],"(array([0.20388953]), array([0.09138191]))","(array([0.12748398]), array([-0.01444033]))","(array([0.12702199]), array([-0.01450694]))","(array([0.12662183]), array([-0.01455179]))","(array([0.12635972]), array([-0.01457799]))","(array([0.12623108]), array([-0.01459073]))","(array([0.12607793]), array([-0.01459159]))","(array([0.12591482]), array([-0.01457731]))","(array([0.12573184]), array([-0.01454523]))","(array([0.12550019]), array([-0.0144853]))","(array([0.12529881]), array([-0.01439321]))","(array([0.12509185]), array([-0.01427026]))","(array([0.12499071]), array([-0.014118]))","(array([0.12502554]), array([-0.01394488]))","(array([0.12515748]), array([-0.01375628]))","(array([0.12541274]), array([-0.01355834]))","(array([0.12593502]), array([-0.0133584]))","(array([0.12680747]), array([-0.01317498]))","(array([0.12780873]), array([-0.01302507]))","(array([0.12881008]), array([-0.01291894]))","(array([0.1295577]), array([-0.01285806]))"
(0.35268268001010267+0j),[-0.05681029],[1.],[0.5798385],[1.],"(array([0.20360035]), array([0.09178407]))","(array([0.12703156]), array([-0.01448464]))","(array([0.12663343]), array([-0.01453435]))","(array([0.12637241]), array([-0.01456337]))","(array([0.12624387]), array([-0.01457754]))","(array([0.12609048]), array([-0.01457965]))","(array([0.12592764]), array([-0.01456726]))","(array([0.12574606]), array([-0.01453762]))","(array([0.12551683]), array([-0.0144801]))","(array([0.12531844]), array([-0.0143899]))","(array([0.12511434]), array([-0.01426804]))","(array([0.12501532]), array([-0.01411602]))","(array([0.1250511]), array([-0.01394243]))","(array([0.12518261]), array([-0.01375285]))","(array([0.12543609]), array([-0.01355368]))","(array([0.12595541]), array([-0.01335245]))","(array([0.126824]), array([-0.01316779]))","(array([0.12782098]), array([-0.01301685]))","(array([0.12881823]), array([-0.01291001]))","(array([0.1295627]), array([-0.01284909]))","(array([0.13006841]), array([-0.01281867]))"
(0.3536418302631634+0j),[-0.05680715],[1.],[0.58150479],[1.],"(array([0.20335565]), array([0.09212615]))","(array([0.12664315]), array([-0.01451223]))","(array([0.12638399]), array([-0.01454605]))","(array([0.12625651]), array([-0.01456302]))","(array([0.12610321]), array([-0.01456656]))","(array([0.12594009]), array([-0.01455541]))","(array([0.12575867]), array([-0.01452762]))","(array([0.12553064]), array([-0.0144725]))","(array([0.12533449]), array([-0.01438468]))","(array([0.12513321]), array([-0.01426471]))","(array([0.12503694]), array([-0.01411384]))","(array([0.12507484]), array([-0.0139406]))","(array([0.12520738]), array([-0.01375067]))","(array([0.1254606]), array([-0.01355064]))","(array([0.12597833]), array([-0.01334821]))","(array([0.12684412]), array([-0.0131622]))","(array([0.12783739]), array([-0.01300996]))","(array([0.12883046]), array([-0.01290204]))","(array([0.12957094]), array([-0.01284041]))","(array([0.13007358]), array([-0.01280997]))","(array([0.13050731]), array([-0.01280556]))"
(0.35519991254989747+0j),[-0.05690445],[1.],[0.58330208],[1.],"(array([0.20316847]), array([0.09242828]))","(array([0.1263937]), array([-0.01452393]))","(array([0.12626802]), array([-0.01454571]))","(array([0.12611577]), array([-0.01455204]))","(array([0.12595276]), array([-0.01454233]))","(array([0.12577104]), array([-0.0145158]))","(array([0.12554311]), array([-0.01446253]))","(array([0.12534803]), array([-0.01437709]))","(array([0.12514887]), array([-0.0142595]))","(array([0.12505532]), array([-0.01411055]))","(array([0.12509594]), array([-0.01393853]))","(array([0.12523063]), array([-0.01374904]))","(array([0.125485]), array([-0.01354876]))","(array([0.12600262]), array([-0.0133455]))","(array([0.12686691]), array([-0.01315823]))","(array([0.12785742]), array([-0.01300461]))","(array([0.1288468]), array([-0.01289536]))","(array([0.12958316]), array([-0.01283268]))","(array([0.13008183]), array([-0.01280156]))","(array([0.13051243]), array([-0.01279711]))","(array([0.1308936]), array([-0.01281521]))"
