Es,Sx,Sxx,Sy,Syy,PQ-20,PQ-19,PQ-18,PQ-17,PQ-16,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.12117341327846719+0j),[0.22709802],[1.],[0.52376168],[1.],"(array([0.12766758]), array([0.18022072]))","(array([0.11305288]), array([0.05258377]))","(array([0.11296629]), array([0.05281592]))","(array([0.11293987]), array([0.05299843]))","(array([0.1132115]), array([0.05313193]))","(array([0.11363317]), array([0.05322481]))","(array([0.1140289]), array([0.05328702]))","(array([0.11439396]), array([0.05331898]))","(array([0.11482241]), array([0.0533184]))","(array([0.11534138]), array([0.05328287]))","(array([0.11585141]), array([0.0532046]))","(array([0.11628043]), array([0.05308616]))","(array([0.11666967]), array([0.05294303]))","(array([0.11706096]), array([0.05278476]))","(array([0.11742263]), array([0.05261373]))","(array([0.117692]), array([0.05243333]))","(array([0.11787789]), array([0.05224102]))","(array([0.11795004]), array([0.05202901]))","(array([0.11799454]), array([0.05179954]))","(array([0.11808452]), array([0.05155641]))","(array([0.1180758]), array([0.05130754]))"
(0.12109768730636405+0j),[0.22603088],[1.],[0.52398185],[1.],"(array([0.12786207]), array([0.1803616]))","(array([0.11296648]), array([0.05281665]))","(array([0.11294003]), array([0.05299912]))","(array([0.11321164]), array([0.05313258]))","(array([0.11363328]), array([0.05322543]))","(array([0.11402902]), array([0.05328762]))","(array([0.11439408]), array([0.05331956]))","(array([0.11482254]), array([0.05331897]))","(array([0.11534153]), array([0.05328344]))","(array([0.11585157]), array([0.05320518]))","(array([0.1162806]), array([0.05308673]))","(array([0.11666985]), array([0.0529436]))","(array([0.11706116]), array([0.05278531]))","(array([0.11742286]), array([0.05261426]))","(array([0.11769227]), array([0.05243382]))","(array([0.11787821]), array([0.05224148]))","(array([0.1179504]), array([0.05202943]))","(array([0.11799493]), array([0.05179992]))","(array([0.11808494]), array([0.05155675]))","(array([0.11807624]), array([0.05130786]))","(array([0.11806323]), array([0.05106336]))"
(0.12054464382126795+0j),[0.22499158],[1.],[0.52286884],[1.],"(array([0.12793113]), array([0.18038798]))","(array([0.11294021]), array([0.05299985]))","(array([0.11321179]), array([0.05313327]))","(array([0.11363342]), array([0.05322608]))","(array([0.11402913]), array([0.05328824]))","(array([0.11439419]), array([0.05332016]))","(array([0.11482266]), array([0.05331956]))","(array([0.11534166]), array([0.05328402]))","(array([0.11585171]), array([0.05320576]))","(array([0.11628076]), array([0.05308731]))","(array([0.11667003]), array([0.05294417]))","(array([0.11706135]), array([0.05278588]))","(array([0.11742306]), array([0.05261481]))","(array([0.11769251]), array([0.05243435]))","(array([0.11787848]), array([0.05224197]))","(array([0.11795073]), array([0.05202988]))","(array([0.11799529]), array([0.05180033]))","(array([0.11808534]), array([0.05155713]))","(array([0.11807666]), array([0.0513082]))","(array([0.11806368]), array([0.05106367]))","(array([0.11796212]), array([0.05082547]))"
(0.11934379786147062+0j),[0.22401793],[1.],[0.51993517],[1.],"(array([0.12787363]), array([0.18006214]))","(array([0.11321197]), array([0.05313401]))","(array([0.11363357]), array([0.05322678]))","(array([0.11402925]), array([0.0532889]))","(array([0.1143943]), array([0.05332078]))","(array([0.11482276]), array([0.05332016]))","(array([0.11534177]), array([0.05328461]))","(array([0.11585184]), array([0.05320634]))","(array([0.1162809]), array([0.05308789]))","(array([0.11667018]), array([0.05294475]))","(array([0.11706152]), array([0.05278645]))","(array([0.11742325]), array([0.05261538]))","(array([0.11769271]), array([0.0524349]))","(array([0.11787872]), array([0.05224249]))","(array([0.117951]), array([0.05203036]))","(array([0.11799562]), array([0.05180078]))","(array([0.1180857]), array([0.05155753]))","(array([0.11807705]), array([0.05130856]))","(array([0.1180641]), array([0.05106401]))","(array([0.11796257]), array([0.05082578]))","(array([0.11750565]), array([0.05059798]))"
(0.11848731311605554+0j),[0.2231679],[1.],[0.51803091],[1.],"(array([0.12805054]), array([0.17962143]))","(array([0.11363372]), array([0.05322752]))","(array([0.11402939]), array([0.05328959]))","(array([0.11439441]), array([0.05332143]))","(array([0.11482286]), array([0.05332078]))","(array([0.11534186]), array([0.05328521]))","(array([0.11585194]), array([0.05320692]))","(array([0.11628102]), array([0.05308847]))","(array([0.11667031]), array([0.05294533]))","(array([0.11706166]), array([0.05278703]))","(array([0.11742341]), array([0.05261595]))","(array([0.11769289]), array([0.05243546]))","(array([0.11787892]), array([0.05224303]))","(array([0.11795123]), array([0.05203087]))","(array([0.11799589]), array([0.05180125]))","(array([0.11808603]), array([0.05155797]))","(array([0.11807742]), array([0.05130896]))","(array([0.11806449]), array([0.05106436]))","(array([0.11796299]), array([0.0508261]))","(array([0.11750609]), array([0.05059828]))","(array([0.11696041]), array([0.05039266]))"
(0.11818910270879629+0j),[0.22244368],[1.],[0.51774122],[1.],"(array([0.128502]), array([0.17941231]))","(array([0.11402954]), array([0.05329033]))","(array([0.11439453]), array([0.05332213]))","(array([0.11482296]), array([0.05332143]))","(array([0.11534195]), array([0.05328583]))","(array([0.11585202]), array([0.05320752]))","(array([0.11628111]), array([0.05308905]))","(array([0.11667042]), array([0.0529459]))","(array([0.11706179]), array([0.0527876]))","(array([0.11742355]), array([0.05261652]))","(array([0.11769305]), array([0.05243603]))","(array([0.11787909]), array([0.05224359]))","(array([0.11795143]), array([0.05203141]))","(array([0.11799612]), array([0.05180176]))","(array([0.11808631]), array([0.05155844]))","(array([0.11807774]), array([0.05130939]))","(array([0.11806486]), array([0.05106475]))","(array([0.11796338]), array([0.05082645]))","(array([0.11750651]), array([0.05059859]))","(array([0.11696084]), array([0.05039295]))","(array([0.11671319]), array([0.05021562]))"
(0.11774158816729337+0j),[0.2218274],[1.],[0.51696571],[1.],"(array([0.12896865]), array([0.17929526]))","(array([0.11439467]), array([0.05332288]))","(array([0.11482308]), array([0.05332214]))","(array([0.11534205]), array([0.05328649]))","(array([0.11585211]), array([0.05320814]))","(array([0.1162812]), array([0.05308965]))","(array([0.11667052]), array([0.05294649]))","(array([0.1170619]), array([0.05278818]))","(array([0.11742368]), array([0.0526171]))","(array([0.11769319]), array([0.05243661]))","(array([0.11787925]), array([0.05224416]))","(array([0.11795161]), array([0.05203198]))","(array([0.11799633]), array([0.05180231]))","(array([0.11808654]), array([0.05155895]))","(array([0.11807802]), array([0.05130986]))","(array([0.11806519]), array([0.05106518]))","(array([0.11796375]), array([0.05082685]))","(array([0.1175069]), array([0.05059895]))","(array([0.11696126]), array([0.05039327]))","(array([0.11671363]), array([0.05021592]))","(array([0.11659282]), array([0.05006432]))"
(0.11675226886841943+0j),[0.22132587],[1.],[0.51455697],[1.],"(array([0.12926373]), array([0.17895342]))","(array([0.11482321]), array([0.05332289]))","(array([0.11534216]), array([0.05328719]))","(array([0.1158522]), array([0.0532088]))","(array([0.11628128]), array([0.05309027]))","(array([0.1166706]), array([0.05294709]))","(array([0.117062]), array([0.05278877]))","(array([0.11742379]), array([0.05261768]))","(array([0.11769333]), array([0.05243719]))","(array([0.1178794]), array([0.05224475]))","(array([0.11795178]), array([0.05203256]))","(array([0.1179965]), array([0.05180288]))","(array([0.11808674]), array([0.0515595]))","(array([0.11807825]), array([0.05131038]))","(array([0.11806546]), array([0.05106566]))","(array([0.11796407]), array([0.05082728]))","(array([0.11750726]), array([0.05059934]))","(array([0.11696164]), array([0.05039363]))","(array([0.11671403]), array([0.05021624]))","(array([0.11659325]), array([0.05006462]))","(array([0.11623353]), array([0.04993779]))"
(0.11615007829961248+0j),[0.2209502],[1.],[0.51325911],[1.],"(array([0.12956877]), array([0.17854222]))","(array([0.11534228]), array([0.05328793]))","(array([0.1158523]), array([0.0532095]))","(array([0.11628136]), array([0.05309092]))","(array([0.11667067]), array([0.05294771]))","(array([0.11706207]), array([0.05278936]))","(array([0.11742388]), array([0.05261826]))","(array([0.11769343]), array([0.05243777]))","(array([0.11787952]), array([0.05224532]))","(array([0.11795191]), array([0.05203313]))","(array([0.11799665]), array([0.05180344]))","(array([0.11808691]), array([0.05156006]))","(array([0.11807844]), array([0.05131091]))","(array([0.11806568]), array([0.05106616]))","(array([0.11796433]), array([0.05082774]))","(array([0.11750756]), array([0.05059976]))","(array([0.11696197]), array([0.05039401]))","(array([0.11671439]), array([0.05021658]))","(array([0.11659363]), array([0.05006492]))","(array([0.11623394]), array([0.04993807]))","(array([0.1158157]), array([0.04983912]))"
(0.11582266216762632+0j),[0.22069778],[1.],[0.51270766],[1.],"(array([0.13004474]), array([0.17829119]))","(array([0.1158524]), array([0.05321023]))","(array([0.11628145]), array([0.05309161]))","(array([0.11667074]), array([0.05294835]))","(array([0.11706213]), array([0.05278997]))","(array([0.11742394]), array([0.05261885]))","(array([0.1176935]), array([0.05243834]))","(array([0.11787961]), array([0.05224589]))","(array([0.11795202]), array([0.05203369]))","(array([0.11799678]), array([0.051804]))","(array([0.11808705]), array([0.05156061]))","(array([0.1180786]), array([0.05131146]))","(array([0.11806586]), array([0.05106668]))","(array([0.11796454]), array([0.05082822]))","(array([0.11750781]), array([0.0506002]))","(array([0.11696226]), array([0.05039441]))","(array([0.11671472]), array([0.05021694]))","(array([0.11659399]), array([0.05006525]))","(array([0.11623432]), array([0.04993836]))","(array([0.11581609]), array([0.04983938]))","(array([0.11560704]), array([0.04976839]))"
(0.11592523037311828+0j),[0.2205491],[1.],[0.51334216],[1.],"(array([0.13059843]), array([0.17819887]))","(array([0.11628154]), array([0.05309235]))","(array([0.11667082]), array([0.05294904]))","(array([0.11706219]), array([0.05279061]))","(array([0.117424]), array([0.05261946]))","(array([0.11769356]), array([0.05243892]))","(array([0.11787968]), array([0.05224646]))","(array([0.1179521]), array([0.05203426]))","(array([0.11799688]), array([0.05180456]))","(array([0.11808717]), array([0.05156117]))","(array([0.11807874]), array([0.05131201]))","(array([0.11806602]), array([0.05106722]))","(array([0.11796472]), array([0.05082874]))","(array([0.11750802]), array([0.05060069]))","(array([0.11696251]), array([0.05039485]))","(array([0.11671501]), array([0.05021734]))","(array([0.11659431]), array([0.05006561]))","(array([0.11623467]), array([0.04993869]))","(array([0.11581647]), array([0.04983968]))","(array([0.11560744]), array([0.04976866]))","(array([0.11561616]), array([0.04972334]))"
(0.11599032686199925+0j),[0.2204803],[1.],[0.51375608],[1.],"(array([0.13110782]), array([0.17817045]))","(array([0.11667091]), array([0.05294978]))","(array([0.11706227]), array([0.0527913]))","(array([0.11742406]), array([0.0526201]))","(array([0.11769361]), array([0.05243953]))","(array([0.11787974]), array([0.05224704]))","(array([0.11795218]), array([0.05203483]))","(array([0.11799697]), array([0.05180513]))","(array([0.11808728]), array([0.05156173]))","(array([0.11807886]), array([0.05131257]))","(array([0.11806616]), array([0.05106778]))","(array([0.11796488]), array([0.05082929]))","(array([0.1175082]), array([0.05060121]))","(array([0.11696272]), array([0.05039534]))","(array([0.11671525]), array([0.05021779]))","(array([0.1165946]), array([0.05006602]))","(array([0.11623499]), array([0.04993906]))","(array([0.11581681]), array([0.04984001]))","(array([0.11560781]), array([0.04976895]))","(array([0.11561656]), array([0.04972361]))","(array([0.11573376]), array([0.04969857]))"
(0.1164386757552266+0j),[0.22047545],[1.],[0.51519934],[1.],"(array([0.1316088]), array([0.17820483]))","(array([0.11706235]), array([0.05279204]))","(array([0.11742413]), array([0.05262078]))","(array([0.11769367]), array([0.05244017]))","(array([0.11787979]), array([0.05224765]))","(array([0.11795223]), array([0.05203541]))","(array([0.11799704]), array([0.0518057]))","(array([0.11808736]), array([0.05156229]))","(array([0.11807897]), array([0.05131313]))","(array([0.11806628]), array([0.05106834]))","(array([0.11796502]), array([0.05082984]))","(array([0.11750835]), array([0.05060175]))","(array([0.11696289]), array([0.05039586]))","(array([0.11671545]), array([0.05021827]))","(array([0.11659484]), array([0.05006646]))","(array([0.11623527]), array([0.04993946]))","(array([0.11581712]), array([0.04984038]))","(array([0.11560815]), array([0.04976928]))","(array([0.11561693]), array([0.04972391]))","(array([0.11573415]), array([0.04969884]))","(array([0.11594281]), array([0.04969038]))"
(0.11681078290105577+0j),[0.22052655],[1.],[0.51629257],[1.],"(array([0.1321386]), array([0.17829659]))","(array([0.1174242]), array([0.05262151]))","(array([0.11769373]), array([0.05244085]))","(array([0.11787984]), array([0.05224828]))","(array([0.11795227]), array([0.05203601]))","(array([0.11799709]), array([0.05180627]))","(array([0.11808743]), array([0.05156286]))","(array([0.11807905]), array([0.05131369]))","(array([0.11806638]), array([0.05106889]))","(array([0.11796514]), array([0.05083039]))","(array([0.11750849]), array([0.05060229]))","(array([0.11696304]), array([0.05039639]))","(array([0.11671562]), array([0.05021878]))","(array([0.11659503]), array([0.05006694]))","(array([0.1162355]), array([0.0499399]))","(array([0.11581739]), array([0.04984077]))","(array([0.11560845]), array([0.04976964]))","(array([0.11561726]), array([0.04972424]))","(array([0.11573451]), array([0.04969913]))","(array([0.1159432]), array([0.04969064]))","(array([0.11622808]), array([0.0496953]))"
(0.11728735054939636+0j),[0.22062683],[1.],[0.51758244],[1.],"(array([0.13261986]), array([0.17836678]))","(array([0.1176938]), array([0.05244157]))","(array([0.1178799]), array([0.05224895]))","(array([0.11795232]), array([0.05203663]))","(array([0.11799713]), array([0.05180686]))","(array([0.11808747]), array([0.05156342]))","(array([0.11807911]), array([0.05131424]))","(array([0.11806646]), array([0.05106944]))","(array([0.11796523]), array([0.05083094]))","(array([0.1175086]), array([0.05060284]))","(array([0.11696317]), array([0.05039693]))","(array([0.11671577]), array([0.05021931]))","(array([0.1165952]), array([0.05006744]))","(array([0.11623569]), array([0.04994037]))","(array([0.11581762]), array([0.0498412]))","(array([0.11560872]), array([0.04977004]))","(array([0.11561757]), array([0.04972459]))","(array([0.11573485]), array([0.04969945]))","(array([0.11594357]), array([0.04969093]))","(array([0.11622847]), array([0.04969556]))","(array([0.11649625]), array([0.04971224]))"
