Es,Sx,Sxx,Sy,Syy,PQ-25,PQ-24,PQ-23,PQ-22,PQ-21,PQ-20,PQ-19,PQ-18,PQ-17,PQ-16,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.13410188571685416+0j),[0.21330277],[1.],[0.54594843],[1.],"(array([0.13736634]), array([0.18001827]))","(array([0.1175349]), array([0.04944582]))","(array([0.11719006]), array([0.0493049]))","(array([0.11678828]), array([0.04917071]))","(array([0.11659119]), array([0.04904656]))","(array([0.11660335]), array([0.04893652]))","(array([0.11671485]), array([0.04883908]))","(array([0.11690898]), array([0.04875229]))","(array([0.11717128]), array([0.04867506]))","(array([0.11740918]), array([0.04861073]))","(array([0.11760006]), array([0.0485607]))","(array([0.11779848]), array([0.04852341]))","(array([0.11800867]), array([0.0484951]))","(array([0.1181817]), array([0.04847562]))","(array([0.11838699]), array([0.04846431]))","(array([0.11863833]), array([0.04845882]))","(array([0.11897841]), array([0.04845545]))","(array([0.11934253]), array([0.04844991]))","(array([0.11970243]), array([0.04844007]))","(array([0.12003111]), array([0.04842632]))","(array([0.12040953]), array([0.04840836]))","(array([0.12091587]), array([0.04838258]))","(array([0.12140903]), array([0.04834711]))","(array([0.1218585]), array([0.0482958]))","(array([0.12232069]), array([0.04822265]))","(array([0.12281525]), array([0.04813273]))"
(0.13505532745794419+0j),[0.21285776],[1.],[0.54781216],[1.],"(array([0.13757528]), array([0.18022667]))","(array([0.11719126]), array([0.0493058]))","(array([0.11678938]), array([0.04917159]))","(array([0.11659219]), array([0.04904739]))","(array([0.11660426]), array([0.04893731]))","(array([0.11671568]), array([0.04883984]))","(array([0.11690975]), array([0.04875302]))","(array([0.11717201]), array([0.04867578]))","(array([0.11740988]), array([0.04861147]))","(array([0.11760075]), array([0.04856146]))","(array([0.11779916]), array([0.04852421]))","(array([0.11800936]), array([0.04849595]))","(array([0.1181824]), array([0.04847651]))","(array([0.11838769]), array([0.04846523]))","(array([0.11863906]), array([0.04845976]))","(array([0.11897918]), array([0.04845639]))","(array([0.11934335]), array([0.04845083]))","(array([0.11970334]), array([0.04844095]))","(array([0.12003213]), array([0.04842716]))","(array([0.12041064]), array([0.04840914]))","(array([0.12091705]), array([0.04838329]))","(array([0.12141027]), array([0.04834776]))","(array([0.12185977]), array([0.04829639]))","(array([0.122322]), array([0.04822319]))","(array([0.12281659]), array([0.04813324]))","(array([0.12327947]), array([0.04803496]))"
(0.13601823614309247+0j),[0.21235585],[1.],[0.54971706],[1.],"(array([0.13753646]), array([0.180401]))","(array([0.1167906]), array([0.0491725]))","(array([0.11659331]), array([0.04904828]))","(array([0.11660527]), array([0.04893815]))","(array([0.1167166]), array([0.04884063]))","(array([0.11691059]), array([0.04875377]))","(array([0.11717279]), array([0.04867651]))","(array([0.11741062]), array([0.04861219]))","(array([0.11760146]), array([0.0485622]))","(array([0.11779987]), array([0.04852497]))","(array([0.11801006]), array([0.04849675]))","(array([0.11818309]), array([0.04847736]))","(array([0.1183884]), array([0.04846612]))","(array([0.11863978]), array([0.04846068]))","(array([0.11897992]), array([0.04845734]))","(array([0.11934414]), array([0.04845178]))","(array([0.11970418]), array([0.04844189]))","(array([0.12003306]), array([0.04842805]))","(array([0.12041168]), array([0.04840998]))","(array([0.12091819]), array([0.04838407]))","(array([0.12141148]), array([0.04834848]))","(array([0.12186104]), array([0.04829704]))","(array([0.12232331]), array([0.04822378]))","(array([0.12281794]), array([0.04813377]))","(array([0.12328084]), array([0.04803546]))","(array([0.12370411]), array([0.04792817]))"
(0.13695382439623216+0j),[0.21179195],[1.],[0.5515769],[1.],"(array([0.137452]), array([0.18057487]))","(array([0.11659453]), array([0.0490492]))","(array([0.1166064]), array([0.04893904]))","(array([0.11671763]), array([0.04884148]))","(array([0.11691152]), array([0.04875458]))","(array([0.11717364]), array([0.04867727]))","(array([0.11741141]), array([0.04861293]))","(array([0.11760221]), array([0.04856293]))","(array([0.11780059]), array([0.04852572]))","(array([0.11801077]), array([0.04849753]))","(array([0.1181838]), array([0.04847817]))","(array([0.11838911]), array([0.04846698]))","(array([0.1186405]), array([0.04846159]))","(array([0.11898065]), array([0.04845828]))","(array([0.11934489]), array([0.04845274]))","(array([0.11970498]), array([0.04844285]))","(array([0.12003392]), array([0.04842899]))","(array([0.12041264]), array([0.04841088]))","(array([0.12091926]), array([0.04838492]))","(array([0.12141265]), array([0.04834927]))","(array([0.12186229]), array([0.04829777]))","(array([0.12232461]), array([0.04822443]))","(array([0.12281928]), array([0.04813437]))","(array([0.12328222]), array([0.048036]))","(array([0.12370552]), array([0.04792867]))","(array([0.12412823]), array([0.04780792]))"
(0.13786642711552605+0j),[0.21120178],[1.],[0.55339147],[1.],"(array([0.13757565]), array([0.18074499]))","(array([0.11660764]), array([0.04893998]))","(array([0.11671877]), array([0.04884238]))","(array([0.11691256]), array([0.04875543]))","(array([0.11717458]), array([0.04867808]))","(array([0.11741227]), array([0.0486137]))","(array([0.11760301]), array([0.04856367]))","(array([0.11780134]), array([0.04852646]))","(array([0.1180115]), array([0.04849828]))","(array([0.11818452]), array([0.04847896]))","(array([0.11838982]), array([0.0484678]))","(array([0.11864121]), array([0.04846246]))","(array([0.11898138]), array([0.0484592]))","(array([0.11934563]), array([0.04845369]))","(array([0.11970574]), array([0.04844382]))","(array([0.12003472]), array([0.04842997]))","(array([0.12041351]), array([0.04841183]))","(array([0.12092024]), array([0.04838584]))","(array([0.12141374]), array([0.04835013]))","(array([0.12186348]), array([0.04829857]))","(array([0.12232588]), array([0.04822517]))","(array([0.12282061]), array([0.04813503]))","(array([0.1232836]), array([0.0480366]))","(array([0.12370693]), array([0.04792921]))","(array([0.12412968]), array([0.04780842]))","(array([0.12454221]), array([0.04767775]))"
(0.1390396400207313+0j),[0.21061253],[1.],[0.55587355],[1.],"(array([0.13794592]), array([0.18098882]))","(array([0.11672003]), array([0.04884332]))","(array([0.11691372]), array([0.04875634]))","(array([0.11717564]), array([0.04867894]))","(array([0.11741323]), array([0.04861451]))","(array([0.11760388]), array([0.04856445]))","(array([0.11780215]), array([0.0485272]))","(array([0.11801226]), array([0.04849902]))","(array([0.11818526]), array([0.04847971]))","(array([0.11839055]), array([0.04846859]))","(array([0.11864194]), array([0.04846329]))","(array([0.1189821]), array([0.04846007]))","(array([0.11934636]), array([0.04845462]))","(array([0.11970649]), array([0.04844478]))","(array([0.1200355]), array([0.04843095]))","(array([0.12041433]), array([0.04841282]))","(array([0.12092113]), array([0.04838681]))","(array([0.12141474]), array([0.04835106]))","(array([0.1218646]), array([0.04829944]))","(array([0.12232711]), array([0.04822597]))","(array([0.12282192]), array([0.04813577]))","(array([0.12328496]), array([0.04803726]))","(array([0.12370834]), array([0.04792981]))","(array([0.12413112]), array([0.04780896]))","(array([0.12454368]), array([0.04767825]))","(array([0.12502655]), array([0.04754496]))"
(0.14016179614391316+0j),[0.21003279],[1.],[0.55819112],[1.],"(array([0.13844287]), array([0.18129446]))","(array([0.116915]), array([0.04875729]))","(array([0.11717682]), array([0.04867986]))","(array([0.1174143]), array([0.04861538]))","(array([0.11760485]), array([0.04856527]))","(array([0.11780303]), array([0.04852799]))","(array([0.11801308]), array([0.04849978]))","(array([0.11818603]), array([0.04848047]))","(array([0.1183913]), array([0.04846936]))","(array([0.11864268]), array([0.04846408]))","(array([0.11898283]), array([0.04846091]))","(array([0.1193471]), array([0.04845551]))","(array([0.11970724]), array([0.04844572]))","(array([0.12003626]), array([0.04843193]))","(array([0.12041512]), array([0.04841382]))","(array([0.12092196]), array([0.04838781]))","(array([0.12141566]), array([0.04835204]))","(array([0.12186563]), array([0.04830038]))","(array([0.12232826]), array([0.04822686]))","(array([0.12282318]), array([0.04813659]))","(array([0.1232863]), array([0.04803801]))","(array([0.12370973]), array([0.04793048]))","(array([0.12413257]), array([0.04780957]))","(array([0.12454517]), array([0.0476788]))","(array([0.12502807]), array([0.04754547]))","(array([0.12556722]), array([0.04741306]))"
(0.14118695670619397+0j),[0.209476],[1.],[0.56023189],[1.],"(array([0.13899436]), array([0.18156939]))","(array([0.11717812]), array([0.04868082]))","(array([0.11741551]), array([0.0486163]))","(array([0.11760595]), array([0.04856615]))","(array([0.11780403]), array([0.04852882]))","(array([0.11801399]), array([0.04850057]))","(array([0.11818687]), array([0.04848123]))","(array([0.11839209]), array([0.04847012]))","(array([0.11864344]), array([0.04846486]))","(array([0.11898359]), array([0.04846172]))","(array([0.11934785]), array([0.04845636]))","(array([0.11970799]), array([0.04844662]))","(array([0.12003702]), array([0.04843288]))","(array([0.1204159]), array([0.04841481]))","(array([0.12092277]), array([0.04838883]))","(array([0.12141651]), array([0.04835307]))","(array([0.12186656]), array([0.04830138]))","(array([0.12232931]), array([0.04822782]))","(array([0.12282436]), array([0.04813749]))","(array([0.1232876]), array([0.04803885]))","(array([0.12371111]), array([0.04793124]))","(array([0.124134]), array([0.04781026]))","(array([0.12454665]), array([0.04767941]))","(array([0.12502959]), array([0.04754602]))","(array([0.12556878]), array([0.04741358]))","(array([0.12605808]), array([0.04728478]))"
(0.14198398890638678+0j),[0.20895567],[1.],[0.56167569],[1.],"(array([0.139559]), array([0.1817718]))","(array([0.11741683]), array([0.04861727]))","(array([0.11760717]), array([0.04856708]))","(array([0.11780515]), array([0.0485297]))","(array([0.118015]), array([0.0485014]))","(array([0.11818779]), array([0.04848203]))","(array([0.11839294]), array([0.04847089]))","(array([0.11864424]), array([0.04846563]))","(array([0.11898436]), array([0.0484625]))","(array([0.11934861]), array([0.04845717]))","(array([0.11970875]), array([0.04844748]))","(array([0.12003778]), array([0.04843379]))","(array([0.12041666]), array([0.04841577]))","(array([0.12092356]), array([0.04838983]))","(array([0.12141733]), array([0.0483541]))","(array([0.12186744]), array([0.04830242]))","(array([0.12233027]), array([0.04822884]))","(array([0.12282544]), array([0.04813846]))","(array([0.12328881]), array([0.04803976]))","(array([0.12371244]), array([0.04793209]))","(array([0.12413541]), array([0.04781103]))","(array([0.12454812]), array([0.04768011]))","(array([0.12503111]), array([0.04754664]))","(array([0.12557035]), array([0.04741414]))","(array([0.12605968]), array([0.0472853]))","(array([0.12645034]), array([0.04716309]))"
(0.1426543900232449+0j),[0.20847075],[1.],[0.56280548],[1.],"(array([0.14004086]), array([0.18190242]))","(array([0.11760852]), array([0.04856805]))","(array([0.11780639]), array([0.04853063]))","(array([0.11801613]), array([0.04850229]))","(array([0.11818882]), array([0.04848286]))","(array([0.11839387]), array([0.04847169]))","(array([0.1186451]), array([0.0484664]))","(array([0.11898518]), array([0.04846327]))","(array([0.1193494]), array([0.04845796]))","(array([0.11970952]), array([0.0484483]))","(array([0.12003854]), array([0.04843465]))","(array([0.12041743]), array([0.04841669]))","(array([0.12092433]), array([0.0483908]))","(array([0.12141813]), array([0.04835511]))","(array([0.12186827]), array([0.04830346]))","(array([0.12233115]), array([0.04822988]))","(array([0.12282641]), array([0.04813949]))","(array([0.12328991]), array([0.04804074]))","(array([0.12371368]), array([0.04793301]))","(array([0.12413677]), array([0.04781188]))","(array([0.12454956]), array([0.04768088]))","(array([0.12503262]), array([0.04754734]))","(array([0.12557191]), array([0.04741476]))","(array([0.12606129]), array([0.04728586]))","(array([0.12645199]), array([0.04716361]))","(array([0.12674008]), array([0.0470496]))"
(0.14336231895199222+0j),[0.20801067],[1.],[0.5640461],[1.],"(array([0.14045834]), array([0.18203123]))","(array([0.11780775]), array([0.04853161]))","(array([0.11801739]), array([0.04850323]))","(array([0.11818996]), array([0.04848376]))","(array([0.11839491]), array([0.04847253]))","(array([0.11864605]), array([0.04846721]))","(array([0.11898605]), array([0.04846405]))","(array([0.11935022]), array([0.04845873]))","(array([0.11971031]), array([0.04844909]))","(array([0.12003932]), array([0.04843548]))","(array([0.1204182]), array([0.04841756]))","(array([0.12092511]), array([0.04839173]))","(array([0.12141891]), array([0.04835609]))","(array([0.12186907]), array([0.04830448]))","(array([0.122332]), array([0.04823094]))","(array([0.12282732]), array([0.04814055]))","(array([0.12329091]), array([0.04804178]))","(array([0.1237148]), array([0.047934]))","(array([0.12413804]), array([0.04781281]))","(array([0.12455095]), array([0.04768174]))","(array([0.1250341]), array([0.04754812]))","(array([0.12557346]), array([0.04741546]))","(array([0.12606289]), array([0.04728649]))","(array([0.12645363]), array([0.04716418]))","(array([0.12674176]), array([0.04705013]))","(array([0.12700717]), array([0.04694308]))"
(0.1443322931956394+0j),[0.20756577],[1.],[0.56594558],[1.],"(array([0.14092276]), array([0.18225047]))","(array([0.11801877]), array([0.04850421]))","(array([0.11819124]), array([0.0484847]))","(array([0.11839607]), array([0.04847343]))","(array([0.1186471]), array([0.04846806]))","(array([0.118987]), array([0.04846486]))","(array([0.1193511]), array([0.04845952]))","(array([0.11971114]), array([0.04844987]))","(array([0.12004012]), array([0.04843628]))","(array([0.12041899]), array([0.0484184]))","(array([0.12092589]), array([0.04839261]))","(array([0.12141969]), array([0.04835702]))","(array([0.12186986]), array([0.04830548]))","(array([0.12233281]), array([0.04823197]))","(array([0.12282817]), array([0.04814161]))","(array([0.12329183]), array([0.04804286]))","(array([0.12371583]), array([0.04793506]))","(array([0.1241392]), array([0.04781382]))","(array([0.12455226]), array([0.04768269]))","(array([0.12503553]), array([0.04754899]))","(array([0.12557498]), array([0.04741625]))","(array([0.12606448]), array([0.0472872]))","(array([0.12645527]), array([0.04716481]))","(array([0.12674345]), array([0.0470507]))","(array([0.12700889]), array([0.04694361]))","(array([0.12736121]), array([0.04684125]))"
(0.14532722717288585+0j),[0.20712809],[1.],[0.56788624],[1.],"(array([0.14143632]), array([0.18254805]))","(array([0.11819264]), array([0.0484857]))","(array([0.11839737]), array([0.04847439]))","(array([0.11864828]), array([0.04846897]))","(array([0.11898807]), array([0.04846572]))","(array([0.11935207]), array([0.04846034]))","(array([0.11971204]), array([0.04845067]))","(array([0.12004097]), array([0.04843707]))","(array([0.12041981]), array([0.04841921]))","(array([0.12092669]), array([0.04839346]))","(array([0.12142049]), array([0.04835793]))","(array([0.12187066]), array([0.04830643]))","(array([0.12233363]), array([0.04823299]))","(array([0.12282901]), array([0.04814268]))","(array([0.12329271]), array([0.04804395]))","(array([0.12371677]), array([0.04793616]))","(array([0.12414024]), array([0.04781489]))","(array([0.12455345]), array([0.04768372]))","(array([0.12503687]), array([0.04754996]))","(array([0.12557644]), array([0.04741714]))","(array([0.12606604]), array([0.04728801]))","(array([0.1264569]), array([0.04716554]))","(array([0.12674513]), array([0.04705135]))","(array([0.12701062]), array([0.0469442]))","(array([0.12736298]), array([0.0468418]))","(array([0.1277939]), array([0.04674173]))"
