Es,Sx,Sxx,Sy,Syy,PQ-25,PQ-24,PQ-23,PQ-22,PQ-21,PQ-20,PQ-19,PQ-18,PQ-17,PQ-16,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.3209229797097442+0j),[0.04453118],[1.],[0.60643142],[1.],"(array([0.19513148]), array([0.13501669]))","(array([0.1362097]), array([0.01253583]))","(array([0.13630708]), array([0.01252796]))","(array([0.13645296]), array([0.0125057]))","(array([0.1366222]), array([0.01246747]))","(array([0.1367499]), array([0.01241513]))","(array([0.13694353]), array([0.01235131]))","(array([0.13724233]), array([0.01227396]))","(array([0.13762232]), array([0.01218292]))","(array([0.13803906]), array([0.01207551]))","(array([0.1383136]), array([0.01195419]))","(array([0.13841768]), array([0.0118256]))","(array([0.13845378]), array([0.0116938]))","(array([0.13845542]), array([0.01155953]))","(array([0.13839621]), array([0.01142376]))","(array([0.13824535]), array([0.01128736]))","(array([0.13811993]), array([0.01115061]))","(array([0.13802288]), array([0.01100868]))","(array([0.13787632]), array([0.01086267]))","(array([0.13771357]), array([0.01071394]))","(array([0.13751425]), array([0.01056542]))","(array([0.13723745]), array([0.0104212]))","(array([0.13691261]), array([0.0102864]))","(array([0.13660644]), array([0.01016275]))","(array([0.13620233]), array([0.01005241]))","(array([0.1356989]), array([0.00996342]))"
(0.3207626486378129+0j),[0.04426973],[1.],[0.60607791],[1.],"(array([0.19535689]), array([0.13476442]))","(array([0.13635486]), array([0.01252922]))","(array([0.13649801]), array([0.01250726]))","(array([0.13666341]), array([0.01246928]))","(array([0.13678633]), array([0.01241708]))","(array([0.13697474]), array([0.01235326]))","(array([0.13726832]), array([0.01227579]))","(array([0.13764342]), array([0.01218462]))","(array([0.13805587]), array([0.01207715]))","(array([0.13832695]), array([0.01195596]))","(array([0.13842862]), array([0.0118277]))","(array([0.13846365]), array([0.01169646]))","(array([0.13846586]), array([0.01156291]))","(array([0.13840906]), array([0.01142784]))","(array([0.13826215]), array([0.01129183]))","(array([0.13814159]), array([0.01115505]))","(array([0.13804969]), array([0.01101272]))","(array([0.13790814]), array([0.01086606]))","(array([0.13775007]), array([0.01071651]))","(array([0.13755498]), array([0.01056711]))","(array([0.13728194]), array([0.01042207]))","(array([0.13696045]), array([0.0102866]))","(array([0.13665725]), array([0.01016256]))","(array([0.13625558]), array([0.01005222]))","(array([0.13575369]), array([0.00996364]))","(array([0.13543792]), array([0.00989702]))"
(0.32103234111511403+0j),[0.04403674],[1.],[0.60633506],[1.],"(array([0.19554151]), array([0.13471469]))","(array([0.13654589]), array([0.01250819]))","(array([0.13670837]), array([0.01247059]))","(array([0.13682723]), array([0.01241874]))","(array([0.13701074]), array([0.0123551]))","(array([0.13729905]), array([0.01227764]))","(array([0.13766892]), array([0.01218635]))","(array([0.13807652]), array([0.01207876]))","(array([0.13834335]), array([0.01195756]))","(array([0.13844162]), array([0.01182948]))","(array([0.13847431]), array([0.01169864]))","(array([0.13847553]), array([0.01156571]))","(array([0.13841941]), array([0.01143142]))","(array([0.138275]), array([0.01129618]))","(array([0.13815851]), array([0.01115984]))","(array([0.1380716]), array([0.01101748]))","(array([0.1379353]), array([0.01087038]))","(array([0.13778232]), array([0.01072012]))","(array([0.13759196]), array([0.01056983]))","(array([0.13732316]), array([0.01042382]))","(array([0.13700544]), array([0.01028744]))","(array([0.13670561]), array([0.01016265]))","(array([0.13630684]), array([0.01005187]))","(array([0.13580732]), array([0.00996324]))","(array([0.13549316]), array([0.00989698]))","(array([0.13542115]), array([0.0098415]))"
(0.32119822212479476+0j),[0.04382164],[1.],[0.60652932],[1.],"(array([0.19579729]), array([0.13470357]))","(array([0.13675653]), array([0.01247092]))","(array([0.1368722]), array([0.01241965]))","(array([0.13705145]), array([0.01235649]))","(array([0.13733476]), array([0.0122793]))","(array([0.1376993]), array([0.01218805]))","(array([0.13810168]), array([0.01208036]))","(array([0.13836366]), array([0.01195908]))","(array([0.13845771]), array([0.01183104]))","(array([0.13848706]), array([0.01170043]))","(array([0.13848602]), array([0.01156797]))","(array([0.13842898]), array([0.01143438]))","(array([0.13828533]), array([0.01130001]))","(array([0.13817146]), array([0.01116449]))","(array([0.13808878]), array([0.01102262]))","(array([0.13795762]), array([0.0108755]))","(array([0.13781005]), array([0.01072476]))","(array([0.1376249]), array([0.01057366]))","(array([0.13736088]), array([0.01042666]))","(array([0.13704743]), array([0.01028923]))","(array([0.1367514]), array([0.01016342]))","(array([0.13635595]), array([0.01005181]))","(array([0.13585927]), array([0.00996267]))","(array([0.13554758]), array([0.0098963]))","(array([0.13547733]), array([0.00984115]))","(array([0.13546251]), array([0.00979043]))"
(0.320596867855403+0j),[0.04364493],[1.],[0.60595302],[1.],"(array([0.19602067]), array([0.13459783]))","(array([0.13692052]), array([0.01241904]))","(array([0.13709638]), array([0.01235676]))","(array([0.1373753]), array([0.01228025]))","(array([0.13773477]), array([0.01218939]))","(array([0.13813182]), array([0.01208182]))","(array([0.13838858]), array([0.01196052]))","(array([0.1384778]), array([0.01183247]))","(array([0.13850297]), array([0.01170196]))","(array([0.13849863]), array([0.0115698]))","(array([0.13843939]), array([0.01143675]))","(array([0.13829489]), array([0.01130315]))","(array([0.13818185]), array([0.01116858]))","(array([0.1381019]), array([0.01102759]))","(array([0.1379751]), array([0.01088098]))","(array([0.1378328]), array([0.0107302]))","(array([0.13765315]), array([0.01057856]))","(array([0.13739439]), array([0.01043069]))","(array([0.13708572]), array([0.01029218]))","(array([0.13679398]), array([0.01016522]))","(array([0.13640227]), array([0.01005253]))","(array([0.13590885]), array([0.00996252]))","(array([0.13560014]), array([0.00989558]))","(array([0.13553255]), array([0.00984025]))","(array([0.13551958]), array([0.00978982]))","(array([0.13540944]), array([0.00974506]))"
(0.31956752167874836+0j),[0.04353292],[1.],[0.60509511],[1.],"(array([0.19612916]), array([0.13438352]))","(array([0.13714463]), array([0.01235505]))","(array([0.13742004]), array([0.01227975]))","(array([0.13777504]), array([0.01218982]))","(array([0.13816702]), array([0.01208279]))","(array([0.13841844]), array([0.01196175]))","(array([0.13850245]), array([0.01183378]))","(array([0.13852284]), array([0.01170333]))","(array([0.13851438]), array([0.01157133]))","(array([0.1384519]), array([0.01143865]))","(array([0.13830525]), array([0.01130566]))","(array([0.13819145]), array([0.01117192]))","(array([0.13811243]), array([0.01103192]))","(array([0.13798845]), array([0.01088624]))","(array([0.13785059]), array([0.01073596]))","(array([0.13767626]), array([0.01058423]))","(array([0.13742297]), array([0.01043574]))","(array([0.1371195]), array([0.01029628]))","(array([0.13683249]), array([0.01016818]))","(array([0.13644497]), array([0.01005431]))","(array([0.13595521]), array([0.00996322]))","(array([0.13564988]), array([0.00989537]))","(array([0.13558545]), array([0.00983941]))","(array([0.13557524]), array([0.00978879]))","(array([0.13546695]), array([0.00974431]))","(array([0.13524055]), array([0.00971172]))"
(0.31814571412886145+0j),[0.04350311],[1.],[0.604028],[1.],"(array([0.19625627]), array([0.13411832]))","(array([0.13746805]), array([0.01227703]))","(array([0.13781945]), array([0.01218863]))","(array([0.13820693]), array([0.01208275]))","(array([0.13845325]), array([0.01196243]))","(array([0.13853195]), array([0.01183483]))","(array([0.13854718]), array([0.01170454]))","(array([0.13853402]), array([0.01157265]))","(array([0.13846747]), array([0.0114402]))","(array([0.13831765]), array([0.01130765]))","(array([0.13820179]), array([0.01117458]))","(array([0.13812213]), array([0.01103547]))","(array([0.13799918]), array([0.0108908]))","(array([0.13786421]), array([0.01074142]))","(array([0.13769434]), array([0.01059015]))","(array([0.1374463]), array([0.0104415]))","(array([0.1371482]), array([0.01030136]))","(array([0.13686628]), array([0.01017225]))","(array([0.13648334]), array([0.01005722]))","(array([0.13599764]), array([0.00996496]))","(array([0.13569603]), array([0.00989602]))","(array([0.13563512]), array([0.00983913]))","(array([0.13562812]), array([0.00978787]))","(array([0.13552255]), array([0.00974318]))","(array([0.13529795]), array([0.00971089]))","(array([0.13501716]), array([0.0096949]))"
(0.3178863104411409+0j),[0.04353099],[1.],[0.60449334],[1.],"(array([0.19654281]), array([0.13397704]))","(array([0.13786708]), array([0.01218511]))","(array([0.13825092]), array([0.01208104]))","(array([0.13849268]), array([0.01196206]))","(array([0.13856628]), array([0.01183532]))","(array([0.13857628]), array([0.01170547]))","(array([0.13855805]), array([0.01157379]))","(array([0.13848687]), array([0.0114415]))","(array([0.13833307]), array([0.01130924]))","(array([0.13821414]), array([0.01117666]))","(array([0.13813253]), array([0.01103827]))","(array([0.13800902]), array([0.01089451]))","(array([0.13787516]), array([0.01074615]))","(array([0.1377082]), array([0.01059574]))","(array([0.13746457]), array([0.01044748]))","(array([0.13717162]), array([0.01030711]))","(array([0.13689494]), array([0.01017726]))","(array([0.13651691]), array([0.01006121]))","(array([0.13603564]), array([0.00996782]))","(array([0.1357381]), array([0.00989771]))","(array([0.13568099]), array([0.00983971]))","(array([0.13567749]), array([0.00978752]))","(array([0.13557502]), array([0.00974221]))","(array([0.13535303]), array([0.00970972]))","(array([0.13507398]), array([0.00969402]))","(array([0.1349435]), array([0.00969519]))"
(0.31768791318545503+0j),[0.04358062],[1.],[0.60501762],[1.],"(array([0.19698606]), array([0.13397717]))","(array([0.1382983]), array([0.01207686]))","(array([0.13853633]), array([0.01195997]))","(array([0.13860533]), array([0.01183475]))","(array([0.13861028]), array([0.01170584]))","(array([0.13858691]), array([0.01157465]))","(array([0.13851076]), array([0.0114426]))","(array([0.1383524]), array([0.01131054]))","(array([0.13822957]), array([0.01117828]))","(array([0.13814499]), array([0.01104041]))","(array([0.13801962]), array([0.0108974]))","(array([0.13788524]), array([0.01074996]))","(array([0.13771938]), array([0.01060054]))","(array([0.13747862]), array([0.01045311]))","(array([0.13718999]), array([0.01031309]))","(array([0.13691839]), array([0.01018297]))","(array([0.13654547]), array([0.01006617]))","(array([0.13606898]), array([0.00997179]))","(array([0.13577587]), array([0.00990055]))","(array([0.13572288]), array([0.00984137]))","(array([0.13572313]), array([0.00978807]))","(array([0.13562402]), array([0.00974184]))","(array([0.135405]), array([0.00970874]))","(array([0.13512846]), array([0.00969283]))","(array([0.13499978]), array([0.00969426]))","(array([0.13504488]), array([0.00970316]))"
(0.317254769731837+0j),[0.04365093],[1.],[0.60523969],[1.],"(array([0.19744394]), array([0.13393886]))","(array([0.13858353]), array([0.01195513]))","(array([0.13864873]), array([0.01183228]))","(array([0.13864914]), array([0.01170505]))","(array([0.13862082]), array([0.01157488]))","(array([0.13853961]), array([0.01144336]))","(array([0.13837636]), array([0.01131158]))","(array([0.13824908]), array([0.01117954]))","(array([0.13816071]), array([0.011042]))","(array([0.13803242]), array([0.01089954]))","(array([0.13789622]), array([0.01075286]))","(array([0.13772982]), array([0.01060435]))","(array([0.13749006]), array([0.01045789]))","(array([0.13720416]), array([0.01031868]))","(array([0.13693676]), array([0.01018889]))","(array([0.13656878]), array([0.01007184]))","(array([0.13609729]), array([0.00997677]))","(array([0.13580898]), array([0.00990456]))","(array([0.13576047]), array([0.00984427]))","(array([0.13576478]), array([0.00978982]))","(array([0.1356693]), array([0.00974253]))","(array([0.13545349]), array([0.00970852]))","(array([0.13517984]), array([0.009692]))","(array([0.13505373]), array([0.00969319]))","(array([0.13510076]), array([0.0097023]))","(array([0.1351184]), array([0.00971561]))"
(0.3171487574839202+0j),[0.04373048],[1.],[0.60581067],[1.],"(array([0.19775581]), array([0.13389468]))","(array([0.13869539]), array([0.01182666]))","(array([0.13869211]), array([0.01170205]))","(array([0.1386594]), array([0.01157373]))","(array([0.1385734]), array([0.01144336]))","(array([0.13840523]), array([0.01131218]))","(array([0.1382732]), array([0.01118045]))","(array([0.13818051]), array([0.01104316]))","(array([0.13804852]), array([0.01090106]))","(array([0.13790946]), array([0.01075495]))","(array([0.13774125]), array([0.01060721]))","(array([0.1375009]), array([0.01046165]))","(array([0.13721588]), array([0.01032337]))","(array([0.136951]), array([0.01019436]))","(array([0.13658699]), array([0.01007766]))","(array([0.13612023]), array([0.0099824]))","(array([0.13583685]), array([0.00990957]))","(array([0.13579309]), array([0.00984837]))","(array([0.13580177]), array([0.00979288]))","(array([0.13571017]), array([0.00974453]))","(array([0.13549783]), array([0.00970954]))","(array([0.1352273]), array([0.00969216]))","(array([0.13510414]), array([0.00969272]))","(array([0.13515387]), array([0.00970155]))","(array([0.13517348]), array([0.00971506]))","(array([0.13519876]), array([0.00973213]))"
(0.3169881887277821+0j),[0.0438038],[1.],[0.60623636],[1.],"(array([0.19790574]), array([0.13386348]))","(array([0.13873796]), array([0.01169563]))","(array([0.13870177]), array([0.01157017]))","(array([0.13861161]), array([0.01144182]))","(array([0.13843884]), array([0.01131192]))","(array([0.1383021]), array([0.01118087]))","(array([0.13820484]), array([0.01104393]))","(array([0.13806865]), array([0.01090211]))","(array([0.13792598]), array([0.01075637]))","(array([0.13775496]), array([0.01060922]))","(array([0.1375128]), array([0.01046444]))","(array([0.13722716]), array([0.01032706]))","(array([0.13696306]), array([0.01019895]))","(array([0.13660135]), array([0.010083]))","(array([0.13613827]), array([0.00998812]))","(array([0.13585944]), array([0.00991514]))","(array([0.13582048]), array([0.00985338]))","(array([0.13583373]), array([0.00979709]))","(array([0.13574628]), array([0.00974783]))","(array([0.13553761]), array([0.00971189]))","(array([0.13527041]), array([0.00969361]))","(array([0.13515038]), array([0.00969333]))","(array([0.13520313]), array([0.00970153]))","(array([0.13522544]), array([0.00971476]))","(array([0.13525275]), array([0.009732]))","(array([0.13530191]), array([0.00974872]))"
(0.3167820206657739+0j),[0.04386815],[1.],[0.60653401],[1.],"(array([0.19797283]), array([0.13380293]))","(array([0.13874657]), array([0.01156294]))","(array([0.13865322]), array([0.0114377]))","(array([0.13847657]), array([0.01131002]))","(array([0.13833552]), array([0.01118034]))","(array([0.1382338]), array([0.01104414]))","(array([0.13809321]), array([0.01090272]))","(array([0.13794644]), array([0.01075729]))","(array([0.13777187]), array([0.01061053]))","(array([0.13752695]), array([0.01046636]))","(array([0.13723952]), array([0.01032978]))","(array([0.13697481]), array([0.01020256]))","(array([0.13661378]), array([0.01008751]))","(array([0.1361528]), array([0.00999335]))","(array([0.13587746]), array([0.00992074]))","(array([0.13584287]), array([0.00985886]))","(array([0.13586068]), array([0.0098021]))","(array([0.13577752]), array([0.00975216]))","(array([0.13557274]), array([0.00971545]))","(array([0.13530902]), array([0.00969633]))","(array([0.13519226]), array([0.00969521]))","(array([0.13524814]), array([0.00970261]))","(array([0.13527338]), array([0.00971521]))","(array([0.13530337]), array([0.00973216]))","(array([0.13535461]), array([0.00974902]))","(array([0.13537514]), array([0.00976367]))"
(0.3168023380824481+0j),[0.04391452],[1.],[0.60701203],[1.],"(array([0.19801105]), array([0.13374379]))","(array([0.13869657]), array([0.01142977]))","(array([0.13851712]), array([0.01130542]))","(array([0.1383726]), array([0.01117809]))","(array([0.13826693]), array([0.01104335]))","(array([0.13812211]), array([0.01090273]))","(array([0.13797111]), array([0.01075773]))","(array([0.13779256]), array([0.01061131]))","(array([0.13754415]), array([0.01046758]))","(array([0.137254]), array([0.01033164]))","(array([0.13698756]), array([0.01020525]))","(array([0.13662594]), array([0.0100911]))","(array([0.13616558]), array([0.00999783]))","(array([0.13589225]), array([0.0099259]))","(array([0.13586102]), array([0.00986433]))","(array([0.13588296]), array([0.00980747]))","(array([0.13580403]), array([0.00975716]))","(array([0.13560322]), array([0.00971989]))","(array([0.13534312]), array([0.00970013]))","(array([0.1352297]), array([0.00969826]))","(array([0.13528874]), array([0.00970487]))","(array([0.13531695]), array([0.00971671]))","(array([0.13534975]), array([0.00973306]))","(array([0.13540361]), array([0.00974961]))","(array([0.1354262]), array([0.00976436]))","(array([0.13545361]), array([0.00977578]))"
(0.3164739644238604+0j),[0.04394253],[1.],[0.60699465],[1.],"(array([0.19797663]), array([0.13365058]))","(array([0.13855869]), array([0.01129702]))","(array([0.13841189]), array([0.01117314]))","(array([0.13830323]), array([0.01104082]))","(array([0.13815481]), array([0.01090173]))","(array([0.13799984]), array([0.01075757]))","(array([0.13781722]), array([0.01061161]))","(array([0.13756493]), array([0.01046825]))","(array([0.13727138]), array([0.01033279]))","(array([0.13700231]), array([0.01020708]))","(array([0.13663901]), array([0.0100938]))","(array([0.13617807]), array([0.01000146]))","(array([0.1359054]), array([0.00993038]))","(array([0.13587619]), array([0.00986944]))","(array([0.13590133]), array([0.00981285]))","(array([0.13582624]), array([0.00976246]))","(array([0.13562933]), array([0.00972489]))","(array([0.13537291]), array([0.00970468]))","(array([0.13526289]), array([0.00970225]))","(array([0.13532509]), array([0.00970819]))","(array([0.13535621]), array([0.00971931]))","(array([0.13539178]), array([0.00973494]))","(array([0.13544829]), array([0.0097509]))","(array([0.13547336]), array([0.00976533]))","(array([0.13550279]), array([0.00977681]))","(array([0.13549586]), array([0.00978325]))"
(0.3169040491592351+0j),[0.04393892],[1.],[0.60778629],[1.],"(array([0.19787682]), array([0.13358797]))","(array([0.13845136]), array([0.01116449]))","(array([0.13834103]), array([0.01103564]))","(array([0.1381901]), array([0.01089899]))","(array([0.13803192]), array([0.01075637]))","(array([0.1378456]), array([0.01061127]))","(array([0.13758942]), array([0.01046842]))","(array([0.13729211]), array([0.01033337]))","(array([0.13701975]), array([0.01020818]))","(array([0.13665389]), array([0.01009564]))","(array([0.13619132]), array([0.01000421]))","(array([0.13591817]), array([0.00993407]))","(array([0.13588973]), array([0.00987396]))","(array([0.1359169]), array([0.00981795]))","(array([0.13584486]), array([0.00976778]))","(array([0.13565152]), array([0.00973013]))","(array([0.13539869]), array([0.00970967]))","(array([0.13529209]), array([0.00970687]))","(array([0.13535744]), array([0.00971233]))","(array([0.13539141]), array([0.00972288]))","(array([0.13542961]), array([0.00973785]))","(array([0.13548864]), array([0.00975313]))","(array([0.13551613]), array([0.00976699]))","(array([0.13554788]), array([0.00977814]))","(array([0.13554287]), array([0.0097846]))","(array([0.13557565]), array([0.00978626]))"
(0.317909196575838+0j),[0.04387128],[1.],[0.60904258],[1.],"(array([0.19788783]), array([0.13364325]))","(array([0.13837828]), array([0.01102697]))","(array([0.13822629]), array([0.01089373]))","(array([0.13806614]), array([0.01075349]))","(array([0.13787701]), array([0.0106099]))","(array([0.1376174]), array([0.01046792]))","(array([0.13731638]), array([0.01033341]))","(array([0.13704041]), array([0.01020868]))","(array([0.13667135]), array([0.01009672]))","(array([0.13620628]), array([0.01000608]))","(array([0.13593161]), array([0.00993687]))","(array([0.13590282]), array([0.00987771]))","(array([0.13593085]), array([0.00982252]))","(array([0.13586084]), array([0.00977289]))","(array([0.13567043]), array([0.00973542]))","(array([0.13542096]), array([0.00971488]))","(array([0.13531772]), array([0.00971186]))","(array([0.13538623]), array([0.00971702]))","(array([0.13542302]), array([0.00972719]))","(array([0.13546374]), array([0.00974169]))","(array([0.13552509]), array([0.00975639]))","(array([0.1355548]), array([0.00976963]))","(array([0.13558873]), array([0.00978024]))","(array([0.13558582]), array([0.00978638]))","(array([0.13562043]), array([0.00978803]))","(array([0.13579746]), array([0.00977842]))"
(0.3187897448791618+0j),[0.04373181],[1.],[0.60990316],[1.],"(array([0.19794953]), array([0.1336905]))","(array([0.13826139]), array([0.01088519]))","(array([0.13810084]), array([0.01074822]))","(array([0.13791029]), array([0.0106069]))","(array([0.13764827]), array([0.01046638]))","(array([0.13734411]), array([0.01033274]))","(array([0.13706465]), array([0.01020857]))","(array([0.1366921]), array([0.01009714]))","(array([0.13622388]), array([0.01000716]))","(array([0.1359468]), array([0.00993877]))","(array([0.13591662]), array([0.00988056]))","(array([0.13594441]), array([0.00982634]))","(array([0.13587534]), array([0.00977753]))","(array([0.13568696]), array([0.00974056]))","(array([0.13544035]), array([0.00972016]))","(array([0.13534035]), array([0.00971705]))","(array([0.13541202]), array([0.00972204]))","(array([0.13545167]), array([0.00973203]))","(array([0.1354949]), array([0.00974627]))","(array([0.13555847]), array([0.00976063]))","(array([0.13559018]), array([0.00977341]))","(array([0.13562602]), array([0.00978349]))","(array([0.13562502]), array([0.00978915]))","(array([0.13566155]), array([0.00979049]))","(array([0.13584034]), array([0.00978085]))","(array([0.13602464]), array([0.00975478]))"
(0.31963994505085286+0j),[0.04352715],[1.],[0.6105269],[1.],"(array([0.1979445]), array([0.13366375]))","(array([0.13813376]), array([0.01073991]))","(array([0.13794347]), array([0.01060162]))","(array([0.1376806]), array([0.01046323]))","(array([0.13737446]), array([0.01033098]))","(array([0.13709219]), array([0.01020768]))","(array([0.13671633]), array([0.01009688]))","(array([0.13624471]), array([0.01000751]))","(array([0.13596459]), array([0.00993982]))","(array([0.13593212]), array([0.00988249]))","(array([0.13595862]), array([0.0098293]))","(array([0.13588939]), array([0.0097815]))","(array([0.13570204]), array([0.00974534]))","(array([0.13545754]), array([0.00972538]))","(array([0.1353604]), array([0.00972234]))","(array([0.13543519]), array([0.00972723]))","(array([0.13547777]), array([0.00973712]))","(array([0.13552358]), array([0.0097513]))","(array([0.13558936]), array([0.00976556]))","(array([0.13562296]), array([0.00977814]))","(array([0.1356605]), array([0.00978791]))","(array([0.13566111]), array([0.00979315]))","(array([0.1356993]), array([0.00979409]))","(array([0.13587987]), array([0.00978418]))","(array([0.13606583]), array([0.00975807]))","(array([0.13618005]), array([0.00971594]))"
(0.3197590797983807+0j),[0.04327874],[1.],[0.61018537],[1.],"(array([0.19787224]), array([0.13351026]))","(array([0.1379741]), array([0.01059377]))","(array([0.13771211]), array([0.01045809]))","(array([0.13740568]), array([0.01032774]))","(array([0.1371219]), array([0.0102057]))","(array([0.13674353]), array([0.01009578]))","(array([0.13626877]), array([0.01000711]))","(array([0.1359854]), array([0.00994009]))","(array([0.13595003]), array([0.00988354]))","(array([0.13597436]), array([0.00983133]))","(array([0.13590394]), array([0.00978466]))","(array([0.13571654]), array([0.00974955]))","(array([0.1354732]), array([0.00973035]))","(array([0.13537831]), array([0.00972765]))","(array([0.13545601]), array([0.00973252]))","(array([0.13550156]), array([0.00974231]))","(array([0.13555008]), array([0.00975647]))","(array([0.13561816]), array([0.00977078]))","(array([0.13565366]), array([0.00978341]))","(array([0.13569278]), array([0.00979314]))","(array([0.13569476]), array([0.00979821]))","(array([0.13573429]), array([0.00979887]))","(array([0.13591631]), array([0.00978865]))","(array([0.13610382]), array([0.00976231]))","(array([0.13621952]), array([0.00972013]))","(array([0.13620038]), array([0.00966434]))"
(0.31943007039262195+0j),[0.04301603],[1.],[0.60933907],[1.],"(array([0.19769162]), array([0.13321147]))","(array([0.13774025]), array([0.01045107]))","(array([0.13743529]), array([0.01032301]))","(array([0.13715176]), array([0.01020252]))","(array([0.1367723]), array([0.01009371]))","(array([0.13629529]), array([0.01000589]))","(array([0.13600902]), array([0.00993958]))","(array([0.13597061]), array([0.00988376]))","(array([0.1359922]), array([0.00983247]))","(array([0.13591973]), array([0.00978692]))","(array([0.13573126]), array([0.00975302]))","(array([0.13548804]), array([0.00973489]))","(array([0.13539454]), array([0.00973286]))","(array([0.13547467]), array([0.00973792]))","(array([0.13552312]), array([0.0097476]))","(array([0.13557448]), array([0.00976164]))","(array([0.13564505]), array([0.00977598]))","(array([0.13568257]), array([0.00978877]))","(array([0.13572327]), array([0.00979867]))","(array([0.1357265]), array([0.00980385]))","(array([0.13576708]), array([0.00980448]))","(array([0.13595015]), array([0.0097941]))","(array([0.13613882]), array([0.00976754]))","(array([0.13625577]), array([0.00972519]))","(array([0.13623787]), array([0.00966934]))","(array([0.13605749]), array([0.00960656]))"
(0.3196491004451798+0j),[0.04273445],[1.],[0.60915566],[1.],"(array([0.19744854]), array([0.13293092]))","(array([0.1374609]), array([0.01031728]))","(array([0.13717931]), array([0.01019855]))","(array([0.1368005]), array([0.0100909]))","(array([0.13632273]), array([0.01000396]))","(array([0.13603454]), array([0.00993836]))","(array([0.13599353]), array([0.00988322]))","(array([0.1360123]), array([0.00983276]))","(array([0.13593726]), array([0.00978829]))","(array([0.13574688]), array([0.00975566]))","(array([0.13550277]), array([0.00973879]))","(array([0.13540966]), array([0.00973777]))","(array([0.13549146]), array([0.00974336]))","(array([0.1355425]), array([0.00975306]))","(array([0.13559675]), array([0.00976688]))","(array([0.13567003]), array([0.00978107]))","(array([0.13570981]), array([0.00979393]))","(array([0.13575225]), array([0.00980407]))","(array([0.13575675]), array([0.00980954]))","(array([0.13579823]), array([0.00981041]))","(array([0.13598204]), array([0.00980014]))","(array([0.13617139]), array([0.00977354]))","(array([0.13628911]), array([0.00973105]))","(array([0.1362721]), array([0.00967507]))","(array([0.13609264]), array([0.00961222]))","(array([0.13593338]), array([0.00954595]))"
(0.32065178197123434+0j),[0.0424021],[1.],[0.60978938],[1.],"(array([0.19725041]), array([0.13280161]))","(array([0.13720281]), array([0.01019447]))","(array([0.13682627]), array([0.01008805]))","(array([0.13634943]), array([0.01000186]))","(array([0.1360608]), array([0.0099368]))","(array([0.1360182]), array([0.00988217]))","(array([0.13603463]), array([0.0098324]))","(array([0.13595697]), array([0.00978889]))","(array([0.13576419]), array([0.00975749]))","(array([0.13551835]), array([0.00974198]))","(array([0.13542461]), array([0.00974221]))","(array([0.13550712]), array([0.00974868]))","(array([0.1355601]), array([0.00975871]))","(array([0.13561707]), array([0.00977234]))","(array([0.13569324]), array([0.00978619]))","(array([0.1357356]), array([0.00979888]))","(array([0.13578012]), array([0.00980914]))","(array([0.13578612]), array([0.00981495]))","(array([0.1358286]), array([0.00981627]))","(array([0.136013]), array([0.00980642]))","(array([0.1362027]), array([0.00978011]))","(array([0.1363207]), array([0.00973773]))","(array([0.13630401]), array([0.00968172]))","(array([0.13612502]), array([0.00961879]))","(array([0.13596639]), array([0.00955245]))","(array([0.13597773]), array([0.00947804]))"
(0.3216019772139275+0j),[0.04200612],[1.],[0.61020246],[1.],"(array([0.19711867]), array([0.13273493]))","(array([0.13684838]), array([0.01008582]))","(array([0.13637408]), array([0.01000037]))","(array([0.13608668]), array([0.00993556]))","(array([0.13604396]), array([0.0098811]))","(array([0.13605905]), array([0.00983171]))","(array([0.13597924]), array([0.00978895]))","(array([0.13578401]), array([0.00975865]))","(array([0.13553593]), array([0.00974449]))","(array([0.13544067]), array([0.00974611]))","(array([0.13552283]), array([0.00975374]))","(array([0.13557679]), array([0.00976445]))","(array([0.13563594]), array([0.00977813]))","(array([0.13571494]), array([0.00979157]))","(array([0.13576019]), array([0.00980382]))","(array([0.13580724]), array([0.00981393]))","(array([0.13581521]), array([0.00981997]))","(array([0.13585904]), array([0.00982181]))","(array([0.13604423]), array([0.00981266]))","(array([0.13623423]), array([0.00978703]))","(array([0.13635219]), array([0.00974519]))","(array([0.13633534]), array([0.00968951]))","(array([0.13615624]), array([0.00962671]))","(array([0.13599772]), array([0.0095604]))","(array([0.13600946]), array([0.00948596]))","(array([0.13608924]), array([0.00939695]))"
